temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,et0_fao_evapotranspiration,date
18.8,8.8,12.9,0.0,13.5,1.33,2019-11-08
16.2,8.2,11.4,0.0,20.2,1.11,2019-11-09
13.1,8.1,10.2,0.0,18.4,0.83,2019-11-10
14.6,6.3,9.0,0.0,14.3,0.96,2019-11-11
13.8,4.3,7.3,0.0,12.8,0.86,2019-11-12
11.4,5.1,7.5,0.0,22.1,1.02,2019-11-13
10.4,5.4,7.3,0.0,29.6,1.57,2019-11-14
9.8,4.0,6.3,0.0,31.8,1.5,2019-11-15
10.4,4.1,6.4,0.0,28.4,1.36,2019-11-16
10.7,3.2,6.0,0.0,21.8,0.99,2019-11-17
9.8,3.0,5.6,0.0,20.2,0.77,2019-11-18
4.4,1.5,2.9,0.0,14.1,0.34,2019-11-19
2.7,0.2,1.8,0.1,27.6,0.52,2019-11-20
0.0,-8.4,-5.2,0.0,31.1,1.19,2019-11-21
-2.6,-10.2,-7.1,0.0,29.8,1.26,2019-11-22
-0.5,-9.1,-5.3,0.0,26.3,1.43,2019-11-23
1.2,-6.4,-3.0,0.0,26.6,1.5,2019-11-24
0.9,-4.1,-1.6,0.0,25.2,1.11,2019-11-25
2.8,-1.0,1.1,0.0,25.0,0.86,2019-11-26
3.7,2.2,2.8,5.8,27.5,0.34,2019-11-27
6.5,3.3,4.4,3.3,15.5,0.31,2019-11-28
7.3,2.5,5.4,4.5,17.0,0.24,2019-11-29
8.8,5.8,7.2,12.5,25.3,0.17,2019-11-30
5.4,-0.5,3.3,4.1,18.2,0.25,2019-12-01
0.7,-2.4,-1.1,0.0,15.2,0.62,2019-12-02
2.3,-3.6,-0.8,5.7,25.4,0.27,2019-12-03
0.3,-4.8,-1.3,0.0,17.5,0.53,2019-12-04
2.0,-4.6,-0.7,0.2,25.8,0.54,2019-12-05
4.3,-0.3,1.5,0.0,18.3,0.44,2019-12-06
6.1,-1.5,1.0,0.0,10.2,0.49,2019-12-07
4.9,-2.5,-0.2,0.0,11.0,0.41,2019-12-08
3.0,-1.5,-0.1,0.0,11.9,0.3,2019-12-09
2.7,-0.8,0.9,0.0,13.0,0.23,2019-12-10
3.8,1.4,2.1,0.0,10.2,0.21,2019-12-11
2.3,-0.1,1.1,0.0,19.1,0.22,2019-12-12
1.4,-1.2,0.2,0.0,25.9,0.37,2019-12-13
4.4,0.7,2.3,8.0,22.8,0.25,2019-12-14
8.2,3.4,5.3,3.7,18.1,0.39,2019-12-15
6.3,2.6,4.9,1.2,18.4,0.48,2019-12-16
8.1,3.8,5.9,0.0,15.0,0.26,2019-12-17
7.0,5.2,6.0,0.0,17.3,0.2,2019-12-18
6.1,4.6,5.3,0.1,23.7,0.2,2019-12-19
5.2,-2.1,1.5,0.0,16.8,0.48,2019-12-20
5.0,-2.5,0.1,0.0,14.9,0.47,2019-12-21
8.4,0.6,3.0,0.0,16.9,0.41,2019-12-22
8.8,2.3,5.2,0.7,22.0,0.44,2019-12-23
6.7,3.5,5.0,0.0,24.5,0.45,2019-12-24
4.2,1.2,2.2,0.1,20.3,0.5,2019-12-25
4.4,0.2,1.6,1.1,19.3,0.3,2019-12-26
5.8,-0.4,1.9,0.1,9.7,0.31,2019-12-27
7.0,0.4,3.4,0.1,9.8,0.39,2019-12-28
4.1,0.2,2.0,0.0,14.7,0.35,2019-12-29
2.9,-1.2,0.7,0.0,13.5,0.4,2019-12-30
3.3,-1.6,0.5,0.0,26.9,0.34,2019-12-31
4.2,2.2,3.0,1.4,27.1,0.44,2020-01-01
2.7,-1.8,0.6,0.0,13.0,0.48,2020-01-02
1.5,-1.3,0.2,0.2,13.6,0.24,2020-01-03
4.7,-2.0,0.6,0.0,10.2,0.53,2020-01-04
4.0,-2.8,-0.2,1.9,8.7,0.39,2020-01-05
2.9,-0.2,0.9,1.3,13.9,0.22,2020-01-06
1.3,-0.3,0.5,2.9,15.0,0.18,2020-01-07
0.8,-1.0,-0.4,0.8,21.4,0.33,2020-01-08
0.8,-2.7,-1.5,0.0,15.8,0.45,2020-01-09
1.0,-1.6,-0.5,0.6,11.7,0.25,2020-01-10
3.8,-0.4,1.8,7.5,23.2,0.16,2020-01-11
3.8,0.2,2.1,1.7,19.8,0.43,2020-01-12
3.0,-1.5,0.7,0.0,28.7,0.56,2020-01-13
3.8,0.4,2.0,0.0,19.2,0.27,2020-01-14
3.8,-1.9,1.6,0.3,11.0,0.44,2020-01-15
2.5,-2.0,0.1,0.0,9.4,0.45,2020-01-16
1.0,-3.1,-1.1,0.0,10.2,0.32,2020-01-17
3.5,-1.1,0.6,0.0,16.6,0.54,2020-01-18
2.9,-2.0,-0.2,0.0,15.5,0.7,2020-01-19
1.8,-2.5,-0.8,0.0,10.9,0.49,2020-01-20
0.6,-2.1,-0.5,0.0,25.8,0.38,2020-01-21
2.2,0.6,1.0,7.5,27.8,0.26,2020-01-22
2.4,-2.5,0.4,2.8,23.6,0.7,2020-01-23
0.1,-4.6,-2.4,0.1,21.8,0.94,2020-01-24
5.2,0.4,3.0,0.2,32.2,0.7,2020-01-25
4.0,-0.4,1.9,0.0,19.9,0.6,2020-01-26
4.7,-1.4,1.0,0.0,12.6,0.55,2020-01-27
7.7,-0.2,2.9,0.2,12.6,0.62,2020-01-28
6.8,2.3,4.4,5.1,17.6,0.23,2020-01-29
6.4,0.8,3.9,3.4,26.3,0.67,2020-01-30
5.1,-0.6,1.1,0.0,12.8,0.65,2020-01-31
6.0,-2.0,1.8,4.7,19.2,0.52,2020-02-01
8.4,2.5,4.8,0.6,29.8,0.43,2020-02-02
8.5,4.8,6.3,13.5,29.5,0.56,2020-02-03
4.1,-0.2,2.6,1.4,24.3,0.71,2020-02-04
2.2,-1.3,0.7,21.0,20.9,0.23,2020-02-05
1.2,-1.0,0.4,34.0,23.8,0.18,2020-02-06
-1.2,-6.9,-2.9,2.9,19.1,0.41,2020-02-07
-7.3,-16.3,-11.1,0.0,14.9,0.53,2020-02-08
-9.5,-18.8,-13.0,0.0,11.9,0.46,2020-02-09
-4.9,-19.4,-11.7,0.0,14.0,0.65,2020-02-10
1.5,-7.6,-3.4,0.0,20.3,1.11,2020-02-11
2.0,-4.2,-0.9,11.2,32.8,0.46,2020-02-12
1.1,-0.2,0.6,0.3,24.2,0.58,2020-02-13
2.3,-5.4,-0.9,0.0,19.3,0.62,2020-02-14
1.1,-7.0,-2.5,0.0,13.4,0.66,2020-02-15
1.1,-5.4,-2.9,0.0,13.7,0.77,2020-02-16
5.3,-4.7,-0.9,0.0,13.0,1.03,2020-02-17
8.1,-5.8,0.5,0.0,10.5,1.08,2020-02-18
4.7,-4.1,0.6,0.3,11.4,0.61,2020-02-19
3.8,1.0,1.8,1.6,16.8,0.38,2020-02-20
1.9,0.6,1.0,1.8,18.2,0.25,2020-02-21
1.5,0.4,0.8,11.4,16.2,0.2,2020-02-22
3.5,0.0,1.4,1.3,25.0,0.55,2020-02-23
5.1,2.8,3.8,13.8,28.3,0.24,2020-02-24
6.6,-0.1,3.0,1.4,33.5,1.37,2020-02-25
10.7,-0.5,4.9,0.0,22.0,1.77,2020-02-26
16.9,2.8,9.8,0.0,26.8,2.7,2020-02-27
11.1,2.1,7.3,2.6,39.8,1.21,2020-02-28
7.7,-2.0,3.3,0.0,10.6,1.27,2020-02-29
8.1,-1.9,2.1,0.0,11.5,1.71,2020-03-01
9.6,-2.2,3.6,0.0,16.0,1.76,2020-03-02
14.0,1.7,6.4,1.1,20.5,1.62,2020-03-03
18.2,4.3,10.4,0.0,11.2,2.18,2020-03-04
17.2,5.3,10.9,0.0,25.7,2.78,2020-03-05
14.1,6.7,9.9,0.0,24.6,2.12,2020-03-06
15.9,5.4,10.1,0.4,15.7,1.84,2020-03-07
18.5,4.8,11.4,0.0,8.8,2.11,2020-03-08
19.8,6.8,12.5,0.0,18.4,2.57,2020-03-09
13.7,5.4,9.1,0.0,20.5,2.03,2020-03-10
13.2,5.5,9.7,1.4,29.3,1.15,2020-03-11
13.1,6.1,9.2,3.4,27.4,1.6,2020-03-12
14.4,3.7,8.6,0.0,23.0,1.93,2020-03-13
12.6,4.6,8.0,0.6,19.0,1.77,2020-03-14
6.8,-1.1,3.5,0.0,21.9,2.3,2020-03-15
3.7,-4.5,-0.4,0.0,13.3,1.81,2020-03-16
7.6,-4.0,1.3,0.0,10.6,2.07,2020-03-17
7.6,-1.6,2.6,0.0,22.5,1.92,2020-03-18
10.4,0.4,5.1,0.0,13.9,2.15,2020-03-19
10.0,0.4,5.2,0.2,19.5,1.3,2020-03-20
13.9,-1.2,6.7,0.0,12.2,2.28,2020-03-21
11.7,4.7,7.4,0.5,17.3,1.13,2020-03-22
6.2,-1.6,3.1,0.0,21.3,1.43,2020-03-23
1.9,-2.3,-0.5,0.0,22.7,1.53,2020-03-24
10.6,-0.6,4.5,0.0,24.1,2.85,2020-03-25
13.6,1.2,7.4,0.0,25.6,3.41,2020-03-26
16.2,5.1,10.5,0.0,28.6,4.52,2020-03-27
17.5,5.8,11.4,0.0,29.9,5.25,2020-03-28
16.8,6.2,11.0,0.0,24.6,4.0,2020-03-29
14.4,5.8,10.0,0.8,17.7,2.0,2020-03-30
16.1,6.8,10.5,0.1,19.5,2.72,2020-03-31
6.8,-1.1,3.5,0.0,16.6,2.65,2020-04-01
9.1,-3.7,3.6,0.0,9.7,2.77,2020-04-02
12.8,-2.6,5.6,0.0,11.2,2.99,2020-04-03
15.4,-0.2,7.8,0.0,15.7,3.27,2020-04-04
14.1,4.8,9.3,0.0,19.0,4.06,2020-04-05
10.7,1.3,6.0,0.0,21.9,3.55,2020-04-06
10.4,-0.6,5.3,0.0,14.3,3.37,2020-04-07
13.1,-1.6,5.8,0.0,10.1,3.3,2020-04-08
18.3,2.2,10.2,0.0,11.3,3.58,2020-04-09
19.0,4.1,10.8,0.0,14.9,3.98,2020-04-10
12.6,6.2,9.0,0.9,24.0,2.48,2020-04-11
11.2,3.0,7.1,0.1,27.1,3.78,2020-04-12
13.1,-0.6,7.1,0.0,19.9,3.73,2020-04-13
18.0,2.2,9.7,0.0,17.0,3.66,2020-04-14
13.1,4.3,8.4,3.6,26.4,1.72,2020-04-15
11.7,3.9,8.2,0.0,31.3,2.96,2020-04-16
15.1,9.2,12.0,0.0,39.4,3.95,2020-04-17
17.6,4.8,12.0,0.3,21.4,3.95,2020-04-18
16.8,6.0,12.0,0.0,16.6,4.09,2020-04-19
10.1,4.8,8.2,10.8,15.7,0.81,2020-04-20
11.8,1.9,7.0,0.5,19.1,2.94,2020-04-21
12.6,2.4,8.0,0.8,23.2,3.12,2020-04-22
14.4,4.1,9.4,0.0,15.7,3.96,2020-04-23
17.8,6.2,11.9,0.0,24.7,4.33,2020-04-24
18.6,7.6,13.0,0.0,16.5,4.54,2020-04-25
18.8,5.9,12.6,0.8,24.9,3.99,2020-04-26
13.1,7.7,10.6,0.1,34.9,3.13,2020-04-27
16.0,6.8,11.6,0.1,25.5,3.76,2020-04-28
20.3,7.3,13.6,0.0,12.7,4.22,2020-04-29
24.6,8.3,15.9,0.0,15.2,5.23,2020-04-30
24.4,8.6,17.1,0.0,10.9,5.1,2020-05-01
25.4,10.4,18.9,0.0,15.2,4.9,2020-05-02
19.2,14.2,16.2,1.6,17.3,2.28,2020-05-03
23.6,12.9,16.8,6.2,20.1,3.3,2020-05-04
22.1,12.7,16.6,3.7,17.1,3.15,2020-05-05
19.3,11.4,15.7,1.0,16.6,2.84,2020-05-06
20.4,11.4,15.5,0.6,18.4,3.22,2020-05-07
16.8,10.6,13.1,4.8,18.3,2.8,2020-05-08
14.5,8.5,11.5,5.9,27.4,2.79,2020-05-09
16.1,8.3,12.7,0.4,19.8,3.48,2020-05-10
19.1,12.1,15.9,1.8,26.9,4.1,2020-05-11
23.5,12.1,18.1,0.0,18.9,5.42,2020-05-12
16.6,9.2,14.3,0.5,21.4,4.58,2020-05-13
19.5,4.7,13.5,0.2,12.5,4.55,2020-05-14
20.0,12.6,16.5,1.4,24.2,2.89,2020-05-15
15.4,9.4,12.9,7.1,25.0,2.59,2020-05-16
18.9,7.6,14.0,0.0,16.3,4.18,2020-05-17
18.8,10.3,14.7,6.0,20.2,3.36,2020-05-18
18.3,11.4,14.9,0.3,19.5,4.72,2020-05-19
21.1,13.1,16.5,5.4,31.2,3.47,2020-05-20
17.1,12.3,14.2,8.2,13.2,1.55,2020-05-21
15.7,9.9,12.9,1.3,16.6,2.66,2020-05-22
16.9,9.9,13.0,0.3,16.6,4.13,2020-05-23
16.1,6.8,11.8,1.0,14.6,3.51,2020-05-24
19.0,6.8,13.4,7.4,18.5,3.61,2020-05-25
18.2,10.8,14.2,7.9,16.6,3.17,2020-05-26
22.5,9.1,16.8,0.0,20.8,4.83,2020-05-27
27.5,15.5,21.3,0.9,26.3,6.14,2020-05-28
27.7,17.2,21.8,2.5,23.9,5.21,2020-05-29
20.5,14.1,17.0,6.7,27.9,4.3,2020-05-30
21.5,12.9,16.9,1.8,17.4,4.22,2020-05-31
23.1,11.5,17.9,0.1,13.0,4.09,2020-06-01
22.5,11.9,17.4,2.2,13.9,3.12,2020-06-02
20.2,13.6,16.6,11.7,15.5,3.15,2020-06-03
20.5,13.2,16.6,1.2,18.3,4.22,2020-06-04
21.6,11.9,17.0,1.4,17.1,4.36,2020-06-05
25.6,12.6,19.6,0.0,9.7,5.36,2020-06-06
28.4,16.7,22.6,0.0,17.9,6.47,2020-06-07
29.9,17.8,23.9,0.0,22.0,7.24,2020-06-08
31.1,19.4,25.3,0.0,20.1,7.63,2020-06-09
31.6,20.0,25.9,0.0,20.3,7.79,2020-06-10
33.0,21.3,27.0,0.0,23.4,8.87,2020-06-11
32.3,22.5,27.1,0.0,20.9,7.87,2020-06-12
27.0,19.8,23.3,0.4,15.7,4.01,2020-06-13
29.5,18.1,24.1,0.4,11.1,5.01,2020-06-14
29.3,20.9,24.8,0.0,18.8,5.81,2020-06-15
29.8,21.3,25.2,0.8,22.0,7.1,2020-06-16
29.5,21.0,25.4,0.8,19.8,6.25,2020-06-17
30.4,21.5,25.3,0.3,23.9,6.01,2020-06-18
29.8,21.1,25.9,0.3,26.5,8.08,2020-06-19
30.4,21.9,26.2,0.0,20.2,7.03,2020-06-20
27.9,19.0,24.2,2.2,12.8,4.42,2020-06-21
28.1,19.2,23.7,1.1,10.2,4.32,2020-06-22
30.5,19.1,25.4,0.0,9.3,5.48,2020-06-23
31.6,21.2,26.2,0.0,20.1,6.71,2020-06-24
27.9,17.5,23.2,0.0,20.2,6.97,2020-06-25
28.2,16.0,22.3,0.0,16.7,6.44,2020-06-26
29.8,18.5,24.1,0.0,12.6,6.45,2020-06-27
31.1,18.2,25.9,0.0,14.1,6.72,2020-06-28
30.9,18.7,25.1,2.9,20.3,5.76,2020-06-29
28.9,18.9,24.2,1.6,10.1,5.04,2020-06-30
31.5,20.2,26.2,0.0,9.7,5.58,2020-07-01
32.9,20.9,27.6,0.0,11.5,5.72,2020-07-02
35.0,22.9,29.0,0.0,20.5,8.2,2020-07-03
35.2,22.0,28.9,0.0,19.5,8.86,2020-07-04
36.5,23.2,29.5,0.0,16.6,8.82,2020-07-05
37.7,22.6,30.5,0.0,16.2,8.93,2020-07-06
38.5,25.1,31.9,0.0,20.0,8.82,2020-07-07
35.1,25.6,29.4,0.0,14.8,5.54,2020-07-08
27.0,20.6,23.7,0.0,18.0,5.49,2020-07-09
29.0,17.1,23.8,0.0,17.4,7.22,2020-07-10
30.5,18.7,25.2,0.0,16.3,7.93,2020-07-11
36.3,21.1,29.0,0.0,16.3,7.96,2020-07-12
34.0,21.7,27.8,3.8,16.0,5.22,2020-07-13
25.8,18.8,22.3,4.5,25.0,4.4,2020-07-14
25.1,16.6,20.9,0.0,20.6,5.92,2020-07-15
28.7,13.6,22.8,0.0,12.3,5.91,2020-07-16
22.8,18.5,20.6,7.6,23.0,2.38,2020-07-17
26.5,17.1,21.8,2.0,17.5,4.51,2020-07-18
30.1,16.8,23.7,0.0,18.4,6.51,2020-07-19
30.2,19.9,24.9,0.0,18.1,5.38,2020-07-20
29.1,20.0,24.6,0.0,14.5,5.14,2020-07-21
29.1,17.0,24.0,0.1,18.7,5.76,2020-07-22
26.3,18.6,22.6,0.0,15.9,6.33,2020-07-23
27.5,15.5,22.2,0.0,14.0,6.13,2020-07-24
30.7,17.5,24.5,0.0,20.5,7.53,2020-07-25
34.4,22.0,28.1,0.0,22.3,9.49,2020-07-26
32.5,23.6,28.1,0.0,24.2,8.65,2020-07-27
32.8,23.9,27.8,0.0,24.1,6.88,2020-07-28
31.1,20.0,25.7,3.5,18.9,5.95,2020-07-29
33.7,19.5,27.0,0.0,9.0,6.55,2020-07-30
32.0,20.2,26.4,4.8,15.6,5.36,2020-07-31
24.0,17.1,20.6,36.9,23.7,2.8,2020-08-01
23.8,15.2,19.9,0.4,12.2,4.16,2020-08-02
25.5,14.8,20.2,0.5,10.5,4.23,2020-08-03
27.4,16.2,21.8,0.0,14.2,5.5,2020-08-04
28.6,17.0,23.0,0.0,18.1,6.28,2020-08-05
33.0,20.6,26.8,0.0,16.2,6.5,2020-08-06
33.4,22.8,28.0,0.0,15.6,6.7,2020-08-07
30.9,22.2,26.5,0.0,17.4,6.85,2020-08-08
28.5,21.0,24.7,0.0,21.2,7.19,2020-08-09
29.8,19.0,24.6,0.0,14.3,6.3,2020-08-10
30.1,18.8,24.7,0.0,12.0,5.28,2020-08-11
28.8,18.6,24.1,0.3,15.3,5.11,2020-08-12
25.5,18.4,21.7,0.1,15.5,4.77,2020-08-13
22.5,13.9,19.1,0.0,13.0,4.12,2020-08-14
23.6,13.4,18.7,0.0,17.1,4.76,2020-08-15
24.8,10.7,18.4,0.0,14.8,4.65,2020-08-16
27.0,12.9,21.0,0.0,15.5,4.68,2020-08-17
30.8,16.4,24.1,0.0,10.7,4.69,2020-08-18
32.0,17.5,25.3,0.0,11.9,4.61,2020-08-19
32.8,20.3,27.1,0.0,21.6,6.94,2020-08-20
29.7,22.8,25.9,0.0,20.2,6.17,2020-08-21
28.1,18.5,23.3,0.0,18.4,5.58,2020-08-22
26.4,14.9,20.5,0.0,17.7,5.57,2020-08-23
27.6,12.6,20.8,0.0,10.4,4.96,2020-08-24
30.3,15.6,23.2,0.0,15.7,6.38,2020-08-25
29.7,17.4,23.1,0.0,13.0,5.57,2020-08-26
29.3,16.2,23.2,0.0,17.2,4.77,2020-08-27
26.6,19.3,22.4,2.1,20.3,3.6,2020-08-28
27.3,15.1,21.3,0.0,11.2,4.56,2020-08-29
30.4,15.1,23.6,0.0,17.1,5.59,2020-08-30
32.0,18.8,25.3,0.0,19.2,6.8,2020-08-31
33.0,19.9,26.3,0.0,22.0,7.59,2020-09-01
33.0,19.7,26.3,0.0,20.5,7.18,2020-09-02
34.5,21.2,27.6,0.0,25.7,8.63,2020-09-03
30.6,20.8,25.8,0.0,27.0,8.51,2020-09-04
29.8,20.2,25.0,0.0,25.6,8.23,2020-09-05
26.9,20.9,23.4,0.3,22.8,6.18,2020-09-06
29.5,18.9,24.1,0.0,15.1,5.92,2020-09-07
30.5,17.3,23.5,0.0,15.0,5.21,2020-09-08
24.4,14.4,19.4,0.0,20.5,4.81,2020-09-09
27.0,12.7,20.1,0.0,12.0,4.3,2020-09-10
30.1,14.8,22.8,0.0,19.4,4.48,2020-09-11
28.0,17.1,22.2,0.0,18.3,6.66,2020-09-12
27.3,14.9,20.7,0.0,19.8,6.22,2020-09-13
28.9,11.8,21.4,0.0,15.9,5.13,2020-09-14
25.6,14.4,20.0,0.0,14.2,4.45,2020-09-15
25.6,15.7,20.5,0.0,14.8,4.53,2020-09-16
25.8,12.8,19.3,0.0,15.0,5.31,2020-09-17
26.4,12.8,19.2,0.0,22.7,5.17,2020-09-18
16.8,11.1,14.0,0.0,19.1,3.26,2020-09-19
22.1,9.1,15.7,0.0,18.0,4.12,2020-09-20
20.6,9.0,14.6,0.0,13.2,3.92,2020-09-21
23.0,8.9,15.6,0.0,10.5,4.02,2020-09-22
25.5,11.2,18.3,0.0,13.2,4.91,2020-09-23
26.1,13.1,19.4,0.0,15.9,4.79,2020-09-24
25.9,14.4,19.8,0.0,18.0,4.72,2020-09-25
27.8,17.2,22.0,0.1,27.8,6.58,2020-09-26
25.8,15.2,20.6,0.0,28.3,6.09,2020-09-27
23.2,14.6,18.8,0.0,24.6,4.7,2020-09-28
23.2,13.7,18.7,0.0,29.2,5.16,2020-09-29
23.4,13.8,18.6,0.0,34.0,5.89,2020-09-30
22.4,14.5,18.1,0.8,32.6,5.7,2020-10-01
21.6,13.9,17.3,1.8,25.0,3.79,2020-10-02
20.9,13.1,16.7,0.0,19.9,3.8,2020-10-03
20.5,13.4,16.8,0.2,22.0,4.45,2020-10-04
22.8,12.9,17.4,0.0,22.0,5.75,2020-10-05
23.0,11.1,16.7,0.0,23.5,5.14,2020-10-06
23.0,11.1,16.7,0.0,23.4,4.44,2020-10-07
21.9,9.8,15.8,0.0,26.2,4.66,2020-10-08
22.5,11.2,16.6,0.0,27.3,4.89,2020-10-09
21.5,12.3,16.7,0.0,24.8,3.71,2020-10-10
21.0,12.5,16.4,0.2,19.1,2.61,2020-10-11
24.2,12.7,18.2,0.0,12.2,2.45,2020-10-12
23.4,12.3,17.5,0.0,19.5,3.1,2020-10-13
24.8,12.5,17.7,0.0,15.1,2.66,2020-10-14
23.4,13.2,16.9,0.0,14.3,2.39,2020-10-15
23.4,10.6,16.4,0.0,10.4,2.33,2020-10-16
26.0,12.6,18.5,0.0,12.7,2.62,2020-10-17
21.0,14.1,16.7,1.6,18.3,1.65,2020-10-18
17.9,10.5,14.2,3.9,12.8,1.72,2020-10-19
13.9,5.9,9.9,0.0,14.5,1.93,2020-10-20
12.6,3.8,8.6,0.0,11.3,1.79,2020-10-21
14.7,6.4,10.9,0.0,13.8,1.22,2020-10-22
17.4,10.9,13.8,0.0,22.9,0.99,2020-10-23
18.5,12.9,15.4,0.2,22.2,1.32,2020-10-24
19.3,11.6,15.5,1.5,14.8,1.37,2020-10-25
15.9,8.5,11.8,0.0,20.8,2.15,2020-10-26
15.0,7.8,11.1,0.3,26.3,2.76,2020-10-27
15.4,8.2,11.2,0.3,25.6,2.04,2020-10-28
16.4,8.2,12.1,0.4,20.6,1.85,2020-10-29
17.2,11.9,13.9,5.6,14.8,0.74,2020-10-30
15.8,11.1,13.4,27.0,23.4,0.47,2020-10-31
17.6,8.8,12.2,5.6,20.3,1.1,2020-11-01
15.0,9.1,11.8,0.6,22.8,1.14,2020-11-02
14.9,8.6,11.3,2.1,13.0,0.81,2020-11-03
15.9,9.4,11.8,0.0,17.1,1.38,2020-11-04
12.7,6.2,8.7,0.0,14.9,1.3,2020-11-05
11.2,5.4,8.4,0.0,18.0,0.94,2020-11-06
11.4,6.8,8.9,0.0,26.0,1.47,2020-11-07
11.8,4.2,8.2,0.0,22.3,0.98,2020-11-08
11.6,7.7,9.4,0.1,16.7,0.62,2020-11-09
10.1,4.7,7.3,0.0,16.8,1.22,2020-11-10
7.2,2.2,4.3,0.0,12.4,1.09,2020-11-11
5.2,0.2,2.2,0.0,10.3,0.91,2020-11-12
5.3,-2.2,0.9,0.0,11.3,0.93,2020-11-13
6.6,-2.3,1.0,0.0,17.2,1.02,2020-11-14
2.7,-2.5,0.2,0.6,23.4,0.62,2020-11-15
1.4,-0.4,0.3,1.7,20.6,0.29,2020-11-16
0.2,-1.8,-0.8,3.3,20.5,0.27,2020-11-17
-0.8,-3.5,-2.0,0.5,22.3,0.57,2020-11-18
0.5,-6.4,-3.2,0.0,19.8,0.78,2020-11-19
1.0,-2.0,-0.6,0.0,22.3,0.62,2020-11-20
-0.6,-2.5,-1.6,0.4,18.9,0.33,2020-11-21
1.0,-2.6,-1.6,1.9,7.8,0.32,2020-11-22
3.8,-2.5,0.6,0.2,19.1,0.41,2020-11-23
4.2,1.0,2.9,1.0,16.6,0.27,2020-11-24
4.3,-0.2,2.3,2.2,15.6,0.41,2020-11-25
3.8,-2.5,1.4,0.2,9.5,0.45,2020-11-26
4.8,-2.5,0.4,0.0,12.6,0.57,2020-11-27
8.1,-0.9,2.2,0.0,17.5,0.51,2020-11-28
8.9,-1.0,4.6,0.0,18.2,0.52,2020-11-29
5.7,2.9,4.6,0.0,24.7,0.52,2020-11-30
2.5,-0.8,0.6,0.0,27.4,0.76,2020-12-01
0.2,-2.4,-1.4,0.0,23.3,0.69,2020-12-02
-0.3,-3.3,-2.1,0.0,23.4,0.65,2020-12-03
-0.3,-2.7,-1.8,0.0,26.3,0.76,2020-12-04
-0.4,-5.6,-3.4,0.0,25.9,1.26,2020-12-05
-4.6,-8.4,-6.9,0.0,27.8,0.76,2020-12-06
-4.9,-9.9,-7.5,0.0,28.9,0.81,2020-12-07
-2.8,-8.9,-5.7,0.0,26.5,0.92,2020-12-08
-0.3,-6.1,-3.4,0.0,25.6,1.19,2020-12-09
1.5,-4.1,-2.0,0.0,22.3,0.79,2020-12-10
2.1,-3.5,-1.4,0.0,28.1,0.86,2020-12-11
2.8,-2.4,0.4,0.8,25.3,0.36,2020-12-12
1.6,-0.6,0.4,0.0,24.9,0.34,2020-12-13
2.5,-0.4,0.8,0.0,23.8,0.27,2020-12-14
2.3,-0.2,0.6,0.0,19.1,0.22,2020-12-15
1.5,-2.2,-0.5,0.3,16.6,0.37,2020-12-16
1.0,-2.5,-1.2,0.0,10.2,0.27,2020-12-17
1.0,-2.2,-0.9,0.0,8.5,0.24,2020-12-18
-0.6,-2.5,-1.7,0.2,6.6,0.22,2020-12-19
1.4,-4.2,-2.0,0.3,9.2,0.37,2020-12-20
-0.9,-4.0,-2.3,7.7,25.4,0.26,2020-12-21
-3.6,-5.8,-5.0,0.8,21.0,0.35,2020-12-22
-3.2,-6.3,-4.7,1.1,17.9,0.29,2020-12-23
-4.1,-10.5,-7.0,0.0,14.9,0.36,2020-12-24
0.3,-11.7,-6.5,3.5,18.3,0.32,2020-12-25
5.8,0.8,3.1,11.9,20.4,0.23,2020-12-26
2.4,-2.4,0.3,5.3,14.1,0.28,2020-12-27
-1.1,-4.1,-2.4,0.0,24.5,0.23,2020-12-28
3.0,-1.6,0.0,0.0,25.2,0.35,2020-12-29
2.8,-2.0,-0.6,0.0,18.1,0.33,2020-12-30
3.3,-1.5,-0.0,0.0,17.4,0.3,2020-12-31
3.8,-1.0,0.8,0.0,17.7,0.26,2021-01-01
4.7,-0.9,1.6,0.3,12.9,0.19,2021-01-02
2.7,0.6,1.5,0.1,17.5,0.19,2021-01-03
2.0,-0.3,0.5,0.0,23.4,0.18,2021-01-04
2.5,-0.8,0.4,0.0,24.3,0.48,2021-01-05
1.7,-1.0,0.0,2.0,19.2,0.18,2021-01-06
5.6,0.1,2.8,0.6,19.0,0.27,2021-01-07
6.2,1.7,4.0,9.2,20.8,0.36,2021-01-08
8.8,0.3,4.0,17.5,17.7,0.17,2021-01-09
1.6,-1.9,-0.4,0.0,11.6,0.31,2021-01-10
1.9,-3.5,-1.2,0.0,9.5,0.47,2021-01-11
0.1,-3.3,-2.0,0.0,24.1,0.62,2021-01-12
4.4,-2.3,1.1,16.6,29.9,0.24,2021-01-13
0.7,-2.3,-1.1,0.7,15.6,0.32,2021-01-14
-1.5,-4.7,-2.9,5.3,14.9,0.32,2021-01-15
-2.1,-12.8,-6.0,0.3,21.3,0.46,2021-01-16
-7.6,-14.1,-9.3,7.3,27.4,0.35,2021-01-17
-7.3,-13.6,-9.3,4.6,23.5,0.31,2021-01-18
-11.6,-15.6,-13.6,0.4,12.0,0.24,2021-01-19
-13.6,-20.6,-17.4,0.0,10.5,0.28,2021-01-20
-8.2,-24.0,-18.0,0.0,10.2,0.25,2021-01-21
