temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,et0_fao_evapotranspiration,date
29.7,17.6,23.7,0.0,10.3,5.22,2017-06-07
29.9,18.3,23.9,0.1,16.3,5.11,2017-06-08
30.8,18.0,24.8,0.5,9.7,5.45,2017-06-09
25.3,17.2,20.6,17.8,11.5,2.96,2017-06-10
22.9,15.8,19.1,1.4,20.7,3.57,2017-06-11
22.5,12.9,18.3,0.0,16.5,3.99,2017-06-12
23.9,16.6,20.4,6.2,27.7,4.33,2017-06-13
23.1,16.9,19.4,6.2,19.9,3.13,2017-06-14
22.8,14.6,18.3,0.5,21.6,4.27,2017-06-15
21.3,12.6,16.8,0.5,17.4,4.11,2017-06-16
22.9,14.2,18.8,2.3,21.9,4.66,2017-06-17
24.0,13.9,19.7,0.0,11.2,3.54,2017-06-18
26.5,16.8,21.6,0.0,11.5,5.43,2017-06-19
28.2,14.9,22.6,0.0,15.2,5.45,2017-06-20
28.6,18.4,23.8,1.1,20.3,5.71,2017-06-21
26.0,19.1,22.4,0.2,17.1,5.74,2017-06-22
25.0,15.1,20.9,4.6,17.4,4.1,2017-06-23
23.0,18.0,20.1,22.4,29.4,2.79,2017-06-24
24.8,15.2,20.6,0.1,14.4,4.4,2017-06-25
28.5,17.5,23.2,0.1,9.4,4.76,2017-06-26
30.5,17.6,24.5,0.0,9.7,6.09,2017-06-27
32.1,17.2,25.8,0.0,9.4,6.1,2017-06-28
31.0,21.0,25.9,4.4,11.2,5.38,2017-06-29
31.2,19.6,26.0,0.0,13.7,5.87,2017-06-30
32.3,21.9,26.6,0.0,14.8,5.95,2017-07-01
33.0,21.4,27.1,0.0,18.2,6.23,2017-07-02
32.8,19.8,27.0,0.0,18.4,6.66,2017-07-03
31.1,21.2,25.1,0.8,26.4,6.41,2017-07-04
26.2,17.5,21.7,3.5,24.7,6.2,2017-07-05
26.5,14.1,20.9,0.0,15.3,5.79,2017-07-06
21.7,15.7,18.7,2.6,13.0,2.48,2017-07-07
24.6,12.1,19.5,0.0,17.6,5.23,2017-07-08
23.6,13.8,18.0,5.6,14.2,3.11,2017-07-09
25.1,14.8,20.0,2.2,9.9,5.06,2017-07-10
27.9,16.6,22.6,0.0,12.9,5.32,2017-07-11
29.0,18.5,24.1,0.0,8.6,5.21,2017-07-12
30.4,18.5,24.6,0.0,12.4,6.92,2017-07-13
31.5,19.5,25.7,0.0,17.1,7.46,2017-07-14
29.8,19.8,24.6,0.0,12.0,5.48,2017-07-15
30.0,19.6,25.2,0.3,16.1,4.95,2017-07-16
30.1,21.7,25.5,0.5,19.2,5.5,2017-07-17
29.9,19.5,24.8,0.0,18.9,6.66,2017-07-18
30.3,19.9,25.2,0.0,19.5,7.64,2017-07-19
29.7,19.9,24.4,0.0,17.1,5.36,2017-07-20
30.8,18.9,25.2,0.0,12.1,6.07,2017-07-21
31.1,19.7,25.8,0.0,12.1,6.37,2017-07-22
29.8,20.0,24.8,0.7,14.8,5.39,2017-07-23
31.2,19.0,25.6,0.5,10.3,5.08,2017-07-24
32.2,20.3,26.7,0.0,8.7,5.18,2017-07-25
33.6,20.8,27.4,0.0,12.2,6.23,2017-07-26
35.2,22.6,28.8,0.0,16.4,7.78,2017-07-27
36.6,23.6,30.5,0.0,24.5,9.36,2017-07-28
30.1,21.2,25.6,5.8,23.5,4.45,2017-07-29
24.5,18.6,21.9,1.6,33.2,4.42,2017-07-30
26.8,20.6,23.4,0.2,22.5,5.2,2017-07-31
31.0,18.2,24.8,0.0,10.9,5.92,2017-08-01
33.4,20.5,27.2,0.0,13.5,6.36,2017-08-02
34.5,23.1,28.9,0.0,15.0,7.09,2017-08-03
36.3,22.6,29.6,0.0,12.7,6.95,2017-08-04
37.6,22.9,30.9,0.0,12.6,7.05,2017-08-05
37.8,25.7,32.2,0.0,21.1,8.04,2017-08-06
37.7,26.8,32.2,0.0,21.1,8.76,2017-08-07
38.3,25.3,31.7,0.0,14.0,7.46,2017-08-08
36.0,25.1,30.1,0.0,22.8,8.48,2017-08-09
31.4,22.7,26.9,0.0,22.8,8.57,2017-08-10
31.9,20.6,26.3,0.0,21.7,8.2,2017-08-11
32.3,21.5,26.9,0.0,22.2,8.6,2017-08-12
34.2,21.3,27.8,0.0,24.8,9.2,2017-08-13
34.4,22.0,28.4,0.0,22.6,8.91,2017-08-14
32.3,22.5,27.3,0.0,20.3,8.01,2017-08-15
32.8,21.1,27.0,0.0,21.6,8.21,2017-08-16
32.7,21.3,27.6,0.0,24.4,8.96,2017-08-17
32.8,23.1,27.7,0.0,24.4,8.59,2017-08-18
33.1,21.4,27.4,0.0,22.5,8.18,2017-08-19
32.5,21.5,27.3,0.0,22.9,8.67,2017-08-20
32.5,21.0,27.3,0.0,27.4,9.13,2017-08-21
31.4,22.0,25.8,0.7,26.3,6.09,2017-08-22
26.4,19.1,21.8,3.6,18.2,2.94,2017-08-23
24.4,16.2,20.3,0.1,15.1,4.14,2017-08-24
25.9,14.1,20.4,0.0,11.3,4.55,2017-08-25
27.8,14.8,21.6,0.0,10.1,4.59,2017-08-26
30.7,16.5,23.7,0.0,10.2,4.86,2017-08-27
31.9,18.5,24.9,0.0,14.5,4.78,2017-08-28
28.5,17.8,23.4,0.7,16.3,5.31,2017-08-29
22.8,13.9,18.4,0.8,14.0,3.61,2017-08-30
17.1,14.6,16.2,20.3,14.0,0.71,2017-08-31
21.5,12.4,16.7,1.5,18.2,2.85,2017-09-01
19.8,13.8,16.9,1.6,21.8,1.91,2017-09-02
25.0,13.4,19.3,0.0,10.4,3.73,2017-09-03
26.2,15.4,20.7,0.0,13.9,4.22,2017-09-04
29.5,16.8,21.8,0.0,15.9,4.27,2017-09-05
26.8,17.2,20.8,8.0,15.9,2.73,2017-09-06
22.9,16.2,19.0,0.0,26.1,3.77,2017-09-07
24.6,17.0,20.6,0.0,21.5,3.91,2017-09-08
25.2,16.2,20.5,0.0,15.0,3.89,2017-09-09
24.0,14.1,19.0,0.1,15.6,4.45,2017-09-10
26.9,15.4,21.0,0.0,17.6,4.89,2017-09-11
30.2,18.5,23.7,0.0,17.7,5.36,2017-09-12
32.8,18.5,24.2,0.0,17.4,4.8,2017-09-13
26.9,16.5,22.4,0.0,15.1,4.02,2017-09-14
30.0,15.3,22.3,0.0,11.3,4.21,2017-09-15
31.2,16.6,24.2,0.0,14.5,4.64,2017-09-16
31.1,18.1,24.3,0.0,16.8,5.45,2017-09-17
32.5,18.8,24.7,0.0,14.4,5.44,2017-09-18
32.3,17.4,24.6,0.0,11.5,3.93,2017-09-19
31.7,18.5,24.6,0.0,16.7,5.28,2017-09-20
31.4,18.8,25.0,0.0,18.9,5.59,2017-09-21
31.2,20.5,25.1,0.0,34.4,8.56,2017-09-22
23.4,14.9,19.3,0.0,31.4,6.42,2017-09-23
22.5,14.1,18.0,0.1,24.5,4.69,2017-09-24
21.1,12.9,17.1,0.1,25.8,5.43,2017-09-25
17.0,9.4,13.0,0.0,24.0,4.19,2017-09-26
14.4,8.4,11.3,0.0,24.8,3.69,2017-09-27
14.2,7.8,10.6,0.0,28.7,3.51,2017-09-28
14.1,6.1,9.9,0.0,19.7,3.48,2017-09-29
14.3,4.6,9.3,0.0,16.4,3.15,2017-09-30
13.4,5.0,9.4,0.1,18.3,2.23,2017-10-01
12.9,4.7,8.6,0.0,21.3,2.49,2017-10-02
11.7,5.8,8.6,0.0,16.1,2.46,2017-10-03
15.2,3.0,8.7,0.0,15.6,3.02,2017-10-04
17.5,5.1,11.2,0.0,14.9,2.84,2017-10-05
20.4,11.6,14.3,4.9,25.0,2.02,2017-10-06
21.7,10.9,15.6,0.0,12.1,2.5,2017-10-07
22.0,10.9,15.8,0.0,21.9,3.18,2017-10-08
17.2,10.8,13.7,0.0,19.8,1.57,2017-10-09
18.0,8.1,12.3,0.0,15.8,2.3,2017-10-10
17.9,5.2,11.8,0.0,9.7,2.06,2017-10-11
15.9,7.3,11.4,3.6,21.7,1.66,2017-10-12
15.8,10.8,13.5,1.1,21.9,0.93,2017-10-13
14.1,10.8,12.0,7.0,21.1,1.6,2017-10-14
11.6,7.4,9.9,6.4,29.8,1.36,2017-10-15
11.2,6.8,9.2,0.8,29.4,2.0,2017-10-16
14.5,5.7,10.6,0.0,20.4,1.77,2017-10-17
17.3,8.4,12.1,0.7,10.0,1.6,2017-10-18
17.5,9.4,13.3,0.1,21.9,1.12,2017-10-19
14.8,10.9,12.3,0.1,14.6,0.66,2017-10-20
14.7,9.4,11.7,0.4,10.0,0.79,2017-10-21
11.6,4.4,8.2,8.1,18.6,0.32,2017-10-22
8.2,1.8,4.7,0.0,15.0,1.26,2017-10-23
9.8,3.0,6.0,0.0,25.6,1.59,2017-10-24
8.2,3.8,6.6,0.0,23.2,1.16,2017-10-25
4.9,1.5,3.0,0.8,17.6,0.77,2017-10-26
11.1,3.0,7.6,0.3,26.5,0.62,2017-10-27
13.9,8.0,10.6,2.2,16.3,0.86,2017-10-28
12.2,5.8,10.0,1.2,17.6,0.43,2017-10-29
10.6,5.9,8.3,7.2,29.2,0.56,2017-10-30
8.2,4.7,6.5,0.0,39.4,2.23,2017-10-31
5.5,1.5,3.8,0.3,25.6,1.42,2017-11-01
7.8,1.4,5.9,17.2,33.0,0.38,2017-11-02
13.0,7.8,10.0,1.9,29.1,1.18,2017-11-03
12.7,5.6,8.6,0.0,14.1,0.82,2017-11-04
11.3,6.2,8.2,0.0,14.5,0.87,2017-11-05
10.5,4.3,6.7,0.0,23.8,1.33,2017-11-06
9.8,5.9,7.5,0.9,19.9,0.83,2017-11-07
9.1,6.3,7.5,0.0,19.0,0.57,2017-11-08
6.6,4.2,5.2,0.1,20.5,0.76,2017-11-09
7.4,4.0,5.6,0.3,14.1,0.5,2017-11-10
8.3,2.8,5.9,0.2,8.2,0.48,2017-11-11
12.9,2.8,8.1,1.1,15.5,0.66,2017-11-12
12.3,8.8,10.3,0.9,17.3,0.46,2017-11-13
16.7,7.8,10.9,0.0,15.6,1.2,2017-11-14
10.6,2.1,6.4,0.0,14.6,0.52,2017-11-15
5.7,-0.2,2.3,0.0,11.5,0.73,2017-11-16
6.7,-3.1,1.3,0.0,14.9,0.77,2017-11-17
7.6,-0.1,3.0,0.0,16.6,0.72,2017-11-18
11.1,2.3,5.7,0.0,12.6,0.7,2017-11-19
14.9,4.7,8.9,1.2,16.3,0.91,2017-11-20
9.9,7.2,8.5,16.2,18.8,0.23,2017-11-21
7.2,-0.6,1.5,3.9,24.1,0.61,2017-11-22
2.2,-2.8,-0.5,0.3,15.8,0.57,2017-11-23
1.3,-2.9,-0.9,0.8,10.7,0.47,2017-11-24
1.2,-4.8,-2.0,0.0,16.8,0.42,2017-11-25
-0.4,-5.8,-2.6,3.6,12.1,0.29,2017-11-26
1.2,-6.2,-2.7,0.0,23.0,0.57,2017-11-27
-0.1,-5.9,-3.7,0.0,24.2,0.63,2017-11-28
0.4,-3.5,-1.6,1.2,27.2,0.48,2017-11-29
2.9,-1.9,0.9,2.0,21.1,0.13,2017-11-30
4.8,-0.3,2.4,0.0,20.8,0.23,2017-12-01
7.1,2.0,3.7,0.0,20.4,0.54,2017-12-02
8.8,2.2,4.8,0.6,18.3,0.51,2017-12-03
11.2,2.5,6.0,7.1,13.1,0.52,2017-12-04
7.2,0.8,4.0,10.1,13.9,0.43,2017-12-05
2.6,-2.4,0.5,0.1,20.1,0.55,2017-12-06
2.8,-2.9,0.5,2.2,19.1,0.62,2017-12-07
2.4,-2.9,-0.4,0.5,13.2,0.5,2017-12-08
6.9,0.4,3.5,0.0,16.2,0.28,2017-12-09
9.5,2.5,5.4,0.0,20.7,0.95,2017-12-10
6.3,1.2,4.1,3.2,24.8,0.8,2017-12-11
10.8,5.3,7.8,1.4,20.2,0.48,2017-12-12
11.1,4.3,6.8,0.0,13.2,0.59,2017-12-13
8.1,1.5,4.5,0.0,13.9,0.56,2017-12-14
7.0,3.5,5.1,5.6,13.6,0.24,2017-12-15
10.1,4.7,6.9,0.0,17.7,0.45,2017-12-16
9.4,3.0,5.7,0.0,15.9,0.53,2017-12-17
7.8,5.7,6.7,4.6,22.1,0.26,2017-12-18
5.8,1.0,3.6,13.8,11.7,0.24,2017-12-19
3.4,0.3,2.1,3.7,9.9,0.16,2017-12-20
1.8,-2.5,-0.5,0.0,9.1,0.4,2017-12-21
2.0,-2.7,-1.0,0.6,20.2,0.32,2017-12-22
1.5,-1.9,-0.4,1.2,10.6,0.24,2017-12-23
3.9,-2.2,0.5,5.6,39.5,0.5,2017-12-24
6.7,0.2,2.8,4.0,30.0,0.39,2017-12-25
5.7,-0.4,2.1,0.0,16.3,0.3,2017-12-26
9.6,3.5,6.2,0.0,15.3,0.51,2017-12-27
10.0,2.7,5.3,0.0,13.7,0.54,2017-12-28
5.6,0.6,2.4,0.0,19.2,0.39,2017-12-29
6.2,0.8,2.9,0.0,23.1,0.45,2017-12-30
7.5,0.2,3.1,6.6,14.1,0.47,2017-12-31
7.8,4.8,6.2,0.9,14.5,0.23,2018-01-01
5.2,0.8,3.6,0.0,15.5,0.26,2018-01-02
3.0,-2.0,-0.0,0.0,19.2,0.48,2018-01-03
1.6,-2.3,-0.9,0.4,21.2,0.44,2018-01-04
1.9,-1.7,-0.6,0.0,19.5,0.39,2018-01-05
1.2,-2.8,-1.3,0.0,12.0,0.27,2018-01-06
7.5,-1.5,3.1,0.0,19.5,0.51,2018-01-07
6.3,1.5,4.5,1.3,19.2,0.19,2018-01-08
2.0,-3.7,-0.6,0.0,24.8,0.68,2018-01-09
-0.6,-6.2,-3.8,0.0,14.1,0.51,2018-01-10
1.2,-5.7,-2.8,0.0,12.6,0.53,2018-01-11
1.2,-4.2,-2.2,0.0,20.7,0.81,2018-01-12
-2.7,-5.3,-4.3,0.0,23.1,0.92,2018-01-13
-4.1,-9.4,-7.2,0.0,28.1,0.84,2018-01-14
-3.8,-10.8,-7.8,3.2,26.3,0.55,2018-01-15
-0.4,-5.1,-3.6,0.6,17.8,0.4,2018-01-16
-1.8,-5.2,-3.5,4.6,23.0,0.34,2018-01-17
1.1,-4.8,-1.7,0.0,27.2,0.42,2018-01-18
-2.2,-6.8,-4.8,6.9,25.6,0.38,2018-01-19
1.4,-3.6,-1.0,0.4,16.1,0.35,2018-01-20
3.7,-1.8,1.5,9.1,18.7,0.19,2018-01-21
-0.3,-4.1,-2.6,2.3,26.3,0.2,2018-01-22
0.9,-0.2,0.4,9.2,21.6,0.18,2018-01-23
0.1,-9.8,-5.7,3.8,21.5,0.28,2018-01-24
-9.2,-14.0,-11.0,0.0,14.1,0.31,2018-01-25
-3.5,-9.1,-6.3,0.0,24.0,0.4,2018-01-26
-5.9,-8.9,-7.4,0.0,21.2,0.36,2018-01-27
-1.4,-8.4,-5.1,0.0,18.0,0.29,2018-01-28
0.6,-4.6,-1.6,5.5,13.3,0.25,2018-01-29
4.4,-0.6,1.8,7.7,27.7,0.22,2018-01-30
2.5,-1.6,0.5,0.8,29.5,0.6,2018-01-31
0.6,-4.6,-1.8,0.0,23.4,0.67,2018-02-01
6.7,-4.2,1.2,1.0,14.0,0.76,2018-02-02
9.4,3.3,6.1,1.7,15.9,0.47,2018-02-03
10.4,5.3,8.0,8.5,26.1,0.94,2018-02-04
7.4,-1.6,0.6,4.5,21.3,0.51,2018-02-05
2.0,-3.0,-1.1,0.2,10.5,0.73,2018-02-06
6.1,-3.1,0.3,0.0,15.2,0.94,2018-02-07
3.9,-1.4,0.6,0.3,26.4,0.7,2018-02-08
1.9,0.5,1.1,14.4,24.7,0.16,2018-02-09
3.5,-0.4,1.4,0.0,18.8,0.28,2018-02-10
2.0,-0.3,0.5,0.0,29.2,0.93,2018-02-11
-0.6,-3.8,-2.7,16.9,28.6,0.59,2018-02-12
0.6,-3.0,-1.2,9.5,23.6,0.3,2018-02-13
1.5,-2.4,-0.7,0.8,15.7,0.55,2018-02-14
1.8,-2.6,-0.9,0.0,25.6,0.6,2018-02-15
3.5,-2.0,-0.3,0.0,19.8,0.8,2018-02-16
2.9,-0.7,0.2,0.4,17.0,0.68,2018-02-17
3.8,-2.0,0.4,1.4,9.4,0.64,2018-02-18
3.1,-2.5,-0.1,0.0,7.0,0.5,2018-02-19
2.2,-4.6,-1.3,0.1,12.4,0.64,2018-02-20
1.0,-7.6,-4.2,0.0,17.7,1.13,2018-02-21
-1.1,-5.9,-3.5,0.0,20.5,0.73,2018-02-22
-3.2,-6.9,-4.5,6.3,24.4,0.48,2018-02-23
-6.1,-9.8,-7.8,0.8,20.9,0.47,2018-02-24
-5.0,-9.9,-7.8,0.0,13.8,0.7,2018-02-25
-4.2,-11.4,-8.6,0.0,13.5,0.87,2018-02-26
-7.7,-12.4,-10.4,2.8,34.3,0.45,2018-02-27
-0.2,-9.0,-3.8,0.6,29.9,0.61,2018-02-28
1.1,-3.1,-0.9,9.3,32.8,0.52,2018-03-01
-1.5,-9.9,-5.4,0.0,17.7,0.95,2018-03-02
3.5,-6.4,-2.6,6.5,23.1,0.41,2018-03-03
5.7,-4.6,0.7,2.0,27.5,0.6,2018-03-04
-3.6,-11.1,-6.9,0.0,24.5,0.68,2018-03-05
-1.5,-12.8,-6.6,0.0,21.9,0.92,2018-03-06
5.8,-6.9,0.1,12.7,23.4,0.42,2018-03-07
5.7,1.8,4.1,0.6,20.1,0.45,2018-03-08
5.0,0.6,2.1,0.0,9.1,0.84,2018-03-09
5.6,-1.0,1.4,0.2,11.1,0.87,2018-03-10
3.5,-3.2,-0.0,0.8,15.3,0.71,2018-03-11
1.6,-7.0,-3.5,0.0,18.0,1.62,2018-03-12
5.1,-6.9,-1.6,0.0,27.0,2.22,2018-03-13
5.2,-3.6,0.5,2.7,28.8,1.05,2018-03-14
11.1,1.5,4.6,1.2,17.8,0.86,2018-03-15
5.3,-2.2,1.7,0.0,13.6,1.09,2018-03-16
11.5,-1.1,4.6,0.9,20.9,1.28,2018-03-17
7.4,-4.4,2.5,4.0,27.9,0.56,2018-03-18
-0.2,-4.8,-2.6,2.1,27.4,0.66,2018-03-19
2.0,-4.7,-1.2,5.3,23.7,0.73,2018-03-20
5.0,-2.2,1.0,0.9,39.8,0.76,2018-03-21
2.8,-3.8,-0.7,1.0,24.5,1.42,2018-03-22
5.0,-6.1,-0.1,0.5,22.4,1.68,2018-03-23
5.8,-0.6,1.9,1.4,22.6,1.12,2018-03-24
5.1,-2.2,1.0,0.0,11.0,1.4,2018-03-25
8.4,-4.1,2.2,0.0,11.2,2.01,2018-03-26
15.9,1.8,6.8,8.9,17.8,1.46,2018-03-27
9.9,1.9,5.2,0.0,17.9,1.52,2018-03-28
5.2,0.6,1.9,8.6,22.6,0.48,2018-03-29
7.1,0.1,2.4,0.0,18.2,1.53,2018-03-30
11.1,-1.0,4.6,0.0,13.1,1.92,2018-03-31
16.4,2.5,8.8,0.0,18.4,2.74,2018-04-01
13.8,4.1,8.6,0.6,24.6,1.93,2018-04-02
8.3,4.2,6.6,5.1,26.1,1.1,2018-04-03
10.6,3.0,6.9,0.0,23.4,2.09,2018-04-04
15.2,4.8,9.3,0.0,13.3,2.83,2018-04-05
16.5,4.0,9.8,0.0,15.8,3.14,2018-04-06
17.0,4.6,10.3,0.0,14.4,3.29,2018-04-07
17.0,5.9,11.0,0.0,18.9,3.53,2018-04-08
17.5,5.7,11.1,0.0,23.4,4.09,2018-04-09
19.0,6.7,12.1,0.0,24.6,4.12,2018-04-10
21.9,6.4,13.5,0.0,10.8,3.51,2018-04-11
18.4,9.9,13.3,0.0,17.4,3.39,2018-04-12
15.5,5.3,10.3,0.0,17.6,3.47,2018-04-13
14.0,4.4,9.3,0.0,17.9,3.79,2018-04-14
13.7,3.3,8.2,0.0,11.5,3.47,2018-04-15
15.5,3.2,9.5,0.7,13.8,2.94,2018-04-16
19.1,6.3,12.7,0.0,11.8,3.5,2018-04-17
21.7,7.6,14.6,2.4,22.6,4.03,2018-04-18
13.6,9.4,11.6,5.5,27.6,2.04,2018-04-19
12.7,8.9,10.1,2.8,27.1,1.88,2018-04-20
16.3,7.0,11.9,0.0,21.6,3.51,2018-04-21
19.0,10.8,14.3,3.3,28.6,4.44,2018-04-22
14.7,7.6,10.5,2.1,22.2,3.57,2018-04-23
16.7,2.1,10.5,0.2,18.4,3.73,2018-04-24
17.8,9.8,14.0,4.5,24.0,3.07,2018-04-25
23.0,10.6,16.6,0.0,19.6,4.22,2018-04-26
26.4,10.1,18.6,0.0,12.3,4.82,2018-04-27
20.2,10.1,15.2,0.0,21.9,4.48,2018-04-28
22.2,9.4,15.8,0.0,10.8,4.36,2018-04-29
24.1,10.7,17.7,0.0,14.4,5.41,2018-04-30
24.5,12.3,18.1,0.0,18.1,5.91,2018-05-01
25.2,12.6,18.6,0.0,15.3,5.59,2018-05-02
26.1,13.9,19.7,0.0,17.2,5.61,2018-05-03
28.2,14.7,21.2,0.0,15.3,6.31,2018-05-04
30.0,16.2,22.7,0.0,23.5,7.07,2018-05-05
28.2,17.9,23.0,0.0,22.9,7.46,2018-05-06
25.9,17.5,20.5,1.2,24.5,5.49,2018-05-07
26.1,16.1,20.7,0.2,28.3,5.89,2018-05-08
23.4,15.4,19.3,0.1,18.7,4.36,2018-05-09
25.0,15.2,19.4,0.6,19.2,4.3,2018-05-10
16.7,9.9,13.8,0.0,25.7,5.2,2018-05-11
18.3,5.2,13.5,0.0,11.2,4.11,2018-05-12
13.9,11.1,12.4,5.6,18.7,1.77,2018-05-13
21.6,12.6,16.2,4.7,15.5,2.76,2018-05-14
23.9,12.6,18.3,4.1,14.0,3.88,2018-05-15
26.6,15.1,21.0,0.7,10.9,4.69,2018-05-16
28.9,15.6,22.1,0.1,13.8,5.24,2018-05-17
27.1,15.6,20.7,1.3,18.8,4.58,2018-05-18
24.7,14.6,19.5,0.0,17.7,5.18,2018-05-19
26.0,15.2,20.5,2.2,11.3,4.19,2018-05-20
23.6,15.6,19.1,8.1,12.6,3.52,2018-05-21
26.8,15.1,20.9,0.0,10.2,4.47,2018-05-22
27.0,18.9,22.4,0.4,15.0,3.9,2018-05-23
25.5,17.2,21.5,0.3,16.9,4.02,2018-05-24
28.1,16.9,22.7,0.4,14.0,5.23,2018-05-25
21.2,15.4,18.5,0.0,32.2,6.44,2018-05-26
21.5,12.1,16.9,0.0,26.1,7.11,2018-05-27
24.3,12.2,18.4,0.0,19.2,6.85,2018-05-28
23.0,15.6,18.9,0.0,25.9,7.38,2018-05-29
23.5,11.3,17.5,0.0,19.5,6.53,2018-05-30
28.1,11.1,21.2,0.0,19.9,6.55,2018-05-31
20.5,12.6,16.9,0.0,24.2,6.16,2018-06-01
19.8,8.4,14.6,0.0,12.4,5.52,2018-06-02
25.0,8.4,17.9,0.0,9.2,5.59,2018-06-03
25.9,12.9,20.2,0.0,15.0,5.79,2018-06-04
26.2,16.7,21.8,0.4,24.5,5.5,2018-06-05
25.8,14.9,21.4,0.4,26.2,6.06,2018-06-06
22.2,11.1,17.1,0.0,18.7,5.79,2018-06-07
24.4,12.1,19.1,0.0,12.9,5.89,2018-06-08
27.4,12.4,20.8,0.0,16.0,6.21,2018-06-09
24.5,16.3,20.5,0.1,16.1,6.0,2018-06-10
24.2,12.3,19.0,0.0,14.9,6.73,2018-06-11
26.9,14.4,21.2,0.0,16.2,6.94,2018-06-12
29.2,16.5,23.6,0.0,15.6,6.7,2018-06-13
31.0,17.2,24.8,0.0,15.5,7.22,2018-06-14
32.4,19.6,26.4,0.0,18.4,8.36,2018-06-15
32.7,21.9,27.4,0.0,20.6,9.01,2018-06-16
27.6,20.0,23.7,0.0,23.8,8.37,2018-06-17
28.6,17.6,23.6,0.0,19.6,8.49,2018-06-18
30.4,17.0,24.7,0.0,13.9,7.46,2018-06-19
32.3,19.1,26.6,0.0,13.3,7.36,2018-06-20
32.5,21.5,27.2,0.0,13.3,7.2,2018-06-21
32.8,20.4,27.2,0.0,16.3,7.92,2018-06-22
34.5,22.4,28.2,0.0,18.5,8.49,2018-06-23
25.8,19.8,22.6,4.1,16.8,3.7,2018-06-24
29.1,18.1,24.1,0.0,17.3,5.68,2018-06-25
34.5,22.2,28.0,0.0,25.2,8.33,2018-06-26
36.4,24.0,30.1,0.0,17.9,8.01,2018-06-27
37.2,26.3,31.8,0.0,25.9,9.69,2018-06-28
36.8,26.3,31.5,0.0,25.4,9.6,2018-06-29
31.0,20.8,27.0,7.7,17.0,5.61,2018-06-30
30.0,19.4,24.6,1.7,18.0,5.75,2018-07-01
28.5,18.4,23.8,0.0,14.0,6.06,2018-07-02
29.5,19.8,24.9,0.4,11.7,5.66,2018-07-03
29.2,19.1,24.7,0.2,13.4,6.02,2018-07-04
29.2,17.2,24.5,0.0,14.6,5.67,2018-07-05
30.4,18.6,25.0,0.0,12.1,5.44,2018-07-06
30.1,19.0,25.1,0.0,17.8,5.85,2018-07-07
30.9,19.5,25.9,0.0,14.9,5.98,2018-07-08
32.6,20.6,27.0,0.0,11.6,6.38,2018-07-09
34.0,23.1,28.8,0.0,18.4,7.1,2018-07-10
34.6,25.1,29.2,1.0,24.4,7.29,2018-07-11
32.7,20.2,27.4,0.0,19.9,6.63,2018-07-12
31.9,22.1,27.6,0.2,11.4,6.04,2018-07-13
33.6,22.9,27.6,0.7,13.3,5.55,2018-07-14
28.9,20.3,25.2,0.7,13.2,4.61,2018-07-15
26.2,19.3,22.7,8.4,16.1,3.01,2018-07-16
26.0,20.1,22.4,6.0,26.1,3.69,2018-07-17
26.5,20.0,23.3,0.6,23.0,4.78,2018-07-18
27.0,19.4,22.5,10.0,11.7,3.34,2018-07-19
26.0,19.3,22.5,3.2,13.8,3.47,2018-07-20
27.5,19.9,23.9,0.8,17.1,4.34,2018-07-21
27.9,19.8,23.7,19.1,18.0,3.69,2018-07-22
28.8,20.6,24.3,0.4,11.9,3.97,2018-07-23
29.0,19.7,24.9,1.0,13.7,4.92,2018-07-24
31.8,22.1,26.8,0.2,23.5,6.05,2018-07-25
32.2,23.8,27.5,0.0,19.6,6.73,2018-07-26
34.2,22.7,28.4,0.0,19.9,7.11,2018-07-27
31.4,25.5,27.7,0.3,31.3,6.77,2018-07-28
32.5,24.4,28.7,0.0,22.0,8.41,2018-07-29
32.8,24.0,28.4,0.0,25.2,8.09,2018-07-30
31.9,23.6,27.4,0.0,24.4,8.26,2018-07-31
32.3,21.0,26.9,0.0,24.1,7.69,2018-08-01
30.2,18.6,24.7,0.0,22.3,6.66,2018-08-02
27.5,20.7,23.7,0.4,18.2,4.69,2018-08-03
31.0,21.0,25.6,0.0,15.6,5.85,2018-08-04
30.6,18.9,25.5,0.0,9.3,5.19,2018-08-05
31.7,19.7,26.2,0.0,14.5,5.45,2018-08-06
31.9,20.0,26.7,0.0,12.0,5.02,2018-08-07
30.6,22.0,26.4,0.0,20.1,6.01,2018-08-08
27.3,18.9,23.3,0.0,21.4,7.1,2018-08-09
25.8,17.4,22.1,0.0,19.7,6.17,2018-08-10
25.9,15.4,21.0,0.0,19.8,6.47,2018-08-11
27.9,15.9,21.9,0.0,14.7,5.8,2018-08-12
29.8,17.1,23.7,0.0,7.6,4.45,2018-08-13
32.2,17.2,25.7,0.0,14.5,5.21,2018-08-14
32.7,20.4,26.7,0.0,14.8,6.83,2018-08-15
33.0,20.8,26.8,0.0,17.3,6.95,2018-08-16
33.3,20.9,27.3,0.0,20.9,6.44,2018-08-17
29.7,21.5,25.7,0.0,19.9,6.81,2018-08-18
26.2,17.7,22.0,0.0,19.8,7.1,2018-08-19
27.0,15.1,21.3,0.0,17.3,6.44,2018-08-20
28.6,16.0,22.4,0.0,16.2,6.2,2018-08-21
31.2,17.0,24.3,0.0,18.0,5.92,2018-08-22
25.6,16.8,21.4,0.0,18.8,6.41,2018-08-23
